Train Metrics
Epoch 0, 25% 	 Loss : 1.0467e+02 	 Res : 1.0837e+01 	 MSE : 6.1127e+01
Training Epoch 348 : 	 Train : 6.09307e-01 	 Res : 9.81349e-04 	 MSE : 2.15275e-01
Validation Epoch 348 : 	 Train : 5.98418e-01 	 Res : 1.03646e-03 	 MSE : 1.74339e-01
Training Epoch 348 finished, took current epoch 52.26s, cumulative time 18293.09s
Epoch 349, 25% 	 Loss : 6.1951e-01 	 Res : 9.2046e-04 	 MSE : 2.2058e-01
Epoch 349, 50% 	 Loss : 6.0063e-01 	 Res : 9.7977e-04 	 MSE : 1.8387e-01
Epoch 349, 75% 	 Loss : 6.0378e-01 	 Res : 1.4648e-03 	 MSE : 2.6458e-01
Training Epoch 349 : 	 Train : 6.12101e-01 	 Res : 1.32146e-03 	 MSE : 2.34239e-01
Validation Epoch 349 : 	 Train : 6.01985e-01 	 Res : 1.20857e-03 	 MSE : 2.71557e-01
Training Epoch 349 finished, took current epoch 51.40s, cumulative time 18344.38s
Epoch 350, 25% 	 Loss : 6.1479e-01 	 Res : 9.6559e-04 	 MSE : 1.8826e-01
Epoch 350, 50% 	 Loss : 6.1200e-01 	 Res : 8.4667e-04 	 MSE : 2.0806e-01
Epoch 350, 75% 	 Loss : 6.0245e-01 	 Res : 7.8741e-04 	 MSE : 1.9248e-01
Training Epoch 350 : 	 Train : 6.07610e-01 	 Res : 8.46533e-04 	 MSE : 1.93676e-01
Validation Epoch 350 : 	 Train : 5.98165e-01 	 Res : 9.68062e-04 	 MSE : 2.42789e-01
Training Epoch 350 finished, took current epoch 50.49s, cumulative time 18394.70s
Epoch 351, 25% 	 Loss : 5.9846e-01 	 Res : 7.8087e-04 	 MSE : 1.9687e-01
Epoch 351, 50% 	 Loss : 6.0595e-01 	 Res : 7.0844e-04 	 MSE : 1.6755e-01
Epoch 351, 75% 	 Loss : 6.1354e-01 	 Res : 8.1928e-04 	 MSE : 2.0293e-01
Training Epoch 351 : 	 Train : 6.07046e-01 	 Res : 7.99561e-04 	 MSE : 1.95738e-01
Validation Epoch 351 : 	 Train : 5.94425e-01 	 Res : 3.75041e-04 	 MSE : 4.28927e-02
Training Epoch 351 finished, took current epoch 51.90s, cumulative time 18446.44s
Epoch 352, 25% 	 Loss : 6.1665e-01 	 Res : 8.4580e-04 	 MSE : 2.0924e-01
Epoch 352, 50% 	 Loss : 6.0718e-01 	 Res : 1.2361e-03 	 MSE : 1.8187e-01
Epoch 352, 75% 	 Loss : 6.0836e-01 	 Res : 1.2063e-03 	 MSE : 1.1081e-01
Training Epoch 352 : 	 Train : 6.10564e-01 	 Res : 1.18274e-03 	 MSE : 1.74622e-01
Validation Epoch 352 : 	 Train : 6.02019e-01 	 Res : 1.26275e-03 	 MSE : 2.60951e-01
Training Epoch 352 finished, took current epoch 51.45s, cumulative time 18497.76s
Epoch 353, 25% 	 Loss : 5.9315e-01 	 Res : 9.9688e-04 	 MSE : 1.5489e-01
Epoch 353, 50% 	 Loss : 6.2267e-01 	 Res : 1.9157e-03 	 MSE : 1.6949e-01
Epoch 353, 75% 	 Loss : 6.2131e-01 	 Res : 1.0640e-03 	 MSE : 1.9725e-01
Training Epoch 353 : 	 Train : 6.12219e-01 	 Res : 1.23152e-03 	 MSE : 1.88028e-01
Validation Epoch 353 : 	 Train : 5.97037e-01 	 Res : 8.06465e-04 	 MSE : 1.52217e-01
Training Epoch 353 finished, took current epoch 52.37s, cumulative time 18549.97s
Epoch 354, 25% 	 Loss : 6.1982e-01 	 Res : 9.8391e-04 	 MSE : 2.0070e-01
Epoch 354, 50% 	 Loss : 6.0380e-01 	 Res : 1.1616e-03 	 MSE : 2.0714e-01
Epoch 354, 75% 	 Loss : 5.9974e-01 	 Res : 9.7056e-04 	 MSE : 1.9367e-01
Training Epoch 354 : 	 Train : 6.09237e-01 	 Res : 9.83099e-04 	 MSE : 1.97777e-01
Validation Epoch 354 : 	 Train : 5.98860e-01 	 Res : 1.03775e-03 	 MSE : 1.97957e-01
Training Epoch 354 finished, took current epoch 51.29s, cumulative time 18601.11s
Epoch 355, 25% 	 Loss : 6.0294e-01 	 Res : 8.3729e-04 	 MSE : 1.7565e-01
Epoch 355, 50% 	 Loss : 6.1369e-01 	 Res : 9.4722e-04 	 MSE : 2.2116e-01
Epoch 355, 75% 	 Loss : 6.1590e-01 	 Res : 8.1272e-04 	 MSE : 1.4710e-01
Training Epoch 355 : 	 Train : 6.10698e-01 	 Res : 8.82071e-04 	 MSE : 1.89895e-01
Validation Epoch 355 : 	 Train : 5.94681e-01 	 Res : 3.88377e-04 	 MSE : 4.23667e-02
Training Epoch 355 finished, took current epoch 51.27s, cumulative time 18652.27s
Epoch 356, 25% 	 Loss : 6.1379e-01 	 Res : 9.1087e-04 	 MSE : 2.1074e-01
Epoch 356, 50% 	 Loss : 5.8880e-01 	 Res : 7.4043e-04 	 MSE : 1.7919e-01
Epoch 356, 75% 	 Loss : 6.1229e-01 	 Res : 7.6152e-04 	 MSE : 1.9407e-01
Training Epoch 356 : 	 Train : 6.07188e-01 	 Res : 8.25075e-04 	 MSE : 1.96032e-01
Validation Epoch 356 : 	 Train : 5.96108e-01 	 Res : 7.54327e-04 	 MSE : 7.68402e-02
Training Epoch 356 finished, took current epoch 51.59s, cumulative time 18703.70s
Epoch 357, 25% 	 Loss : 6.0183e-01 	 Res : 8.4604e-04 	 MSE : 1.6877e-01
Epoch 357, 50% 	 Loss : 6.1506e-01 	 Res : 9.0511e-04 	 MSE : 1.6084e-01
Epoch 357, 75% 	 Loss : 6.0482e-01 	 Res : 8.9779e-04 	 MSE : 8.8200e-02
Training Epoch 357 : 	 Train : 6.09441e-01 	 Res : 9.34429e-04 	 MSE : 1.61595e-01
Validation Epoch 357 : 	 Train : 5.92485e-01 	 Res : 3.09580e-04 	 MSE : 2.49550e-02
Training Epoch 357 finished, took current epoch 51.27s, cumulative time 18754.86s
Epoch 358, 25% 	 Loss : 6.0518e-01 	 Res : 1.0848e-03 	 MSE : 9.1247e-02
Epoch 358, 50% 	 Loss : 6.2109e-01 	 Res : 1.1067e-03 	 MSE : 1.9954e-01
Epoch 358, 75% 	 Loss : 6.1528e-01 	 Res : 1.0245e-03 	 MSE : 1.6584e-01
Training Epoch 358 : 	 Train : 6.09652e-01 	 Res : 1.00972e-03 	 MSE : 1.62748e-01
Validation Epoch 358 : 	 Train : 5.97610e-01 	 Res : 1.14025e-03 	 MSE : 3.15238e-01
Training Epoch 358 finished, took current epoch 52.24s, cumulative time 18806.94s
Epoch 359, 25% 	 Loss : 5.9667e-01 	 Res : 8.8191e-04 	 MSE : 2.1281e-01
Epoch 359, 50% 	 Loss : 5.9598e-01 	 Res : 8.3131e-04 	 MSE : 2.0081e-01
Epoch 359, 75% 	 Loss : 6.2480e-01 	 Res : 7.6055e-04 	 MSE : 1.7676e-01
Training Epoch 359 : 	 Train : 6.07319e-01 	 Res : 8.39481e-04 	 MSE : 2.02590e-01
Validation Epoch 359 : 	 Train : 5.95491e-01 	 Res : 7.76150e-04 	 MSE : 2.06038e-01
Training Epoch 359 finished, took current epoch 51.70s, cumulative time 18858.53s
Epoch 360, 25% 	 Loss : 5.8350e-01 	 Res : 7.3435e-04 	 MSE : 1.6555e-01
Epoch 360, 50% 	 Loss : 6.2734e-01 	 Res : 8.9236e-04 	 MSE : 2.1829e-01
Epoch 360, 75% 	 Loss : 6.0834e-01 	 Res : 1.0150e-03 	 MSE : 2.4637e-01
Training Epoch 360 : 	 Train : 6.07920e-01 	 Res : 8.88655e-04 	 MSE : 2.07948e-01
Validation Epoch 360 : 	 Train : 5.99190e-01 	 Res : 8.70173e-04 	 MSE : 1.14701e-01
Training Epoch 360 finished, took current epoch 51.67s, cumulative time 18910.09s
Epoch 361, 25% 	 Loss : 6.0791e-01 	 Res : 8.3358e-04 	 MSE : 1.7716e-01
Epoch 361, 50% 	 Loss : 5.9815e-01 	 Res : 7.6542e-04 	 MSE : 1.7551e-01
Epoch 361, 75% 	 Loss : 6.2241e-01 	 Res : 1.1553e-03 	 MSE : 2.0857e-01
Training Epoch 361 : 	 Train : 6.08906e-01 	 Res : 9.59175e-04 	 MSE : 1.70089e-01
Validation Epoch 361 : 	 Train : 5.98482e-01 	 Res : 1.10773e-03 	 MSE : 6.08011e-02
Training Epoch 361 finished, took current epoch 52.23s, cumulative time 18962.17s
Epoch 362, 25% 	 Loss : 6.2281e-01 	 Res : 1.0826e-03 	 MSE : 1.7255e-01
Epoch 362, 50% 	 Loss : 5.9295e-01 	 Res : 1.0410e-03 	 MSE : 2.2419e-01
Epoch 362, 75% 	 Loss : 6.2393e-01 	 Res : 1.2897e-03 	 MSE : 2.1384e-01
Training Epoch 362 : 	 Train : 6.10781e-01 	 Res : 1.11239e-03 	 MSE : 1.84646e-01
Validation Epoch 362 : 	 Train : 5.97323e-01 	 Res : 1.01163e-03 	 MSE : 1.97031e-01
Training Epoch 362 finished, took current epoch 51.84s, cumulative time 19013.91s
Epoch 363, 25% 	 Loss : 6.1715e-01 	 Res : 9.7565e-04 	 MSE : 1.7172e-01
Epoch 363, 50% 	 Loss : 5.9331e-01 	 Res : 1.0421e-03 	 MSE : 2.1591e-01
Epoch 363, 75% 	 Loss : 6.0403e-01 	 Res : 1.0209e-03 	 MSE : 9.8240e-02
Training Epoch 363 : 	 Train : 6.11501e-01 	 Res : 1.04516e-03 	 MSE : 1.62832e-01
Validation Epoch 363 : 	 Train : 5.96465e-01 	 Res : 7.29323e-04 	 MSE : 1.71385e-01
Training Epoch 363 finished, took current epoch 51.79s, cumulative time 19065.58s
Epoch 364, 25% 	 Loss : 6.0437e-01 	 Res : 7.9594e-04 	 MSE : 1.8621e-01
Epoch 364, 50% 	 Loss : 6.0784e-01 	 Res : 8.6639e-04 	 MSE : 2.1085e-01
Epoch 364, 75% 	 Loss : 6.1338e-01 	 Res : 1.3054e-03 	 MSE : 3.0989e-01
Training Epoch 364 : 	 Train : 6.09619e-01 	 Res : 1.08295e-03 	 MSE : 2.27876e-01
Validation Epoch 364 : 	 Train : 5.99351e-01 	 Res : 1.24586e-03 	 MSE : 1.91027e-01
Training Epoch 364 finished, took current epoch 51.85s, cumulative time 19117.16s
Epoch 365, 25% 	 Loss : 6.1623e-01 	 Res : 9.9096e-04 	 MSE : 2.0302e-01
Epoch 365, 50% 	 Loss : 6.0263e-01 	 Res : 8.3106e-04 	 MSE : 1.7198e-01
Epoch 365, 75% 	 Loss : 6.1241e-01 	 Res : 8.2587e-04 	 MSE : 2.0890e-01
Training Epoch 365 : 	 Train : 6.07253e-01 	 Res : 8.62338e-04 	 MSE : 1.95510e-01
Validation Epoch 365 : 	 Train : 5.95685e-01 	 Res : 7.48047e-04 	 MSE : 8.05378e-02
Training Epoch 365 finished, took current epoch 51.27s, cumulative time 19168.17s
Epoch 366, 25% 	 Loss : 5.9807e-01 	 Res : 7.2974e-04 	 MSE : 1.6576e-01
Epoch 366, 50% 	 Loss : 6.2701e-01 	 Res : 7.9508e-04 	 MSE : 1.9330e-01
Epoch 366, 75% 	 Loss : 5.9968e-01 	 Res : 8.1930e-04 	 MSE : 1.9561e-01
Training Epoch 366 : 	 Train : 6.06487e-01 	 Res : 8.10579e-04 	 MSE : 1.77170e-01
Validation Epoch 366 : 	 Train : 5.96876e-01 	 Res : 8.94870e-04 	 MSE : 6.74503e-02
Training Epoch 366 finished, took current epoch 51.31s, cumulative time 19219.37s
Epoch 367, 25% 	 Loss : 6.1228e-01 	 Res : 8.3288e-04 	 MSE : 1.7495e-01
Epoch 367, 50% 	 Loss : 5.9965e-01 	 Res : 1.0921e-03 	 MSE : 2.0920e-01
Epoch 367, 75% 	 Loss : 6.0401e-01 	 Res : 9.8646e-04 	 MSE : 1.8787e-01
Training Epoch 367 : 	 Train : 6.08987e-01 	 Res : 9.51283e-04 	 MSE : 1.88521e-01
Validation Epoch 367 : 	 Train : 5.96673e-01 	 Res : 9.20158e-04 	 MSE : 2.60873e-01
Training Epoch 367 finished, took current epoch 51.79s, cumulative time 19271.04s
Epoch 368, 25% 	 Loss : 5.9326e-01 	 Res : 9.2494e-04 	 MSE : 1.4106e-01
Epoch 368, 50% 	 Loss : 6.4318e-01 	 Res : 1.7159e-03 	 MSE : 1.4041e-01
Epoch 368, 75% 	 Loss : 5.9788e-01 	 Res : 8.3440e-04 	 MSE : 2.0741e-01
Training Epoch 368 : 	 Train : 6.15764e-01 	 Res : 1.39648e-03 	 MSE : 2.02473e-01
Validation Epoch 368 : 	 Train : 6.10251e-01 	 Res : 2.10847e-03 	 MSE : 1.24507e-01
Training Epoch 368 finished, took current epoch 51.42s, cumulative time 19322.31s
Epoch 369, 25% 	 Loss : 6.0764e-01 	 Res : 1.0808e-03 	 MSE : 1.4448e-01
Epoch 369, 50% 	 Loss : 6.2215e-01 	 Res : 1.2691e-03 	 MSE : 2.2023e-01
Epoch 369, 75% 	 Loss : 5.8976e-01 	 Res : 9.3781e-04 	 MSE : 2.0880e-01
Training Epoch 369 : 	 Train : 6.09669e-01 	 Res : 1.02923e-03 	 MSE : 1.91102e-01
Validation Epoch 369 : 	 Train : 5.95046e-01 	 Res : 5.28552e-04 	 MSE : 9.75199e-02
Training Epoch 369 finished, took current epoch 52.15s, cumulative time 19374.31s
Epoch 370, 25% 	 Loss : 6.0461e-01 	 Res : 7.2357e-04 	 MSE : 1.8145e-01
Epoch 370, 50% 	 Loss : 6.1777e-01 	 Res : 7.6845e-04 	 MSE : 1.8495e-01
Epoch 370, 75% 	 Loss : 6.0589e-01 	 Res : 7.3608e-04 	 MSE : 1.7179e-01
Training Epoch 370 : 	 Train : 6.06364e-01 	 Res : 7.82529e-04 	 MSE : 1.74025e-01
Validation Epoch 370 : 	 Train : 5.99193e-01 	 Res : 1.03112e-03 	 MSE : 3.12250e-02
Training Epoch 370 finished, took current epoch 51.63s, cumulative time 19425.83s
Epoch 371, 25% 	 Loss : 6.1532e-01 	 Res : 1.0475e-03 	 MSE : 1.6979e-01
Epoch 371, 50% 	 Loss : 6.1087e-01 	 Res : 9.2024e-04 	 MSE : 1.6027e-01
Epoch 371, 75% 	 Loss : 6.0554e-01 	 Res : 1.5596e-03 	 MSE : 3.3437e-01
Training Epoch 371 : 	 Train : 6.10706e-01 	 Res : 1.12490e-03 	 MSE : 2.10950e-01
Validation Epoch 371 : 	 Train : 5.96660e-01 	 Res : 7.75669e-04 	 MSE : 1.85785e-01
Training Epoch 371 finished, took current epoch 51.50s, cumulative time 19477.22s
Epoch 372, 25% 	 Loss : 6.1498e-01 	 Res : 8.0308e-04 	 MSE : 1.8585e-01
Epoch 372, 50% 	 Loss : 6.1534e-01 	 Res : 7.1297e-04 	 MSE : 1.6586e-01
Epoch 372, 75% 	 Loss : 5.8911e-01 	 Res : 7.2958e-04 	 MSE : 1.7003e-01
Training Epoch 372 : 	 Train : 6.07319e-01 	 Res : 7.78127e-04 	 MSE : 1.70328e-01
Validation Epoch 372 : 	 Train : 5.96537e-01 	 Res : 6.20820e-04 	 MSE : 6.75561e-02
Training Epoch 372 finished, took current epoch 51.37s, cumulative time 19528.44s
Epoch 373, 25% 	 Loss : 6.1430e-01 	 Res : 8.1137e-04 	 MSE : 1.8386e-01
Epoch 373, 50% 	 Loss : 5.9626e-01 	 Res : 7.6410e-04 	 MSE : 1.8874e-01
Epoch 373, 75% 	 Loss : 5.9546e-01 	 Res : 8.1133e-04 	 MSE : 2.1315e-01
Training Epoch 373 : 	 Train : 6.07584e-01 	 Res : 7.90504e-04 	 MSE : 1.95275e-01
Validation Epoch 373 : 	 Train : 5.96489e-01 	 Res : 7.22640e-04 	 MSE : 2.15365e-01
Training Epoch 373 finished, took current epoch 51.92s, cumulative time 19580.20s
Epoch 374, 25% 	 Loss : 6.0229e-01 	 Res : 7.3364e-04 	 MSE : 1.7307e-01
Epoch 374, 50% 	 Loss : 5.9216e-01 	 Res : 7.8535e-04 	 MSE : 1.6579e-01
Epoch 374, 75% 	 Loss : 6.2095e-01 	 Res : 9.1137e-04 	 MSE : 2.1686e-01
Training Epoch 374 : 	 Train : 6.08939e-01 	 Res : 9.15136e-04 	 MSE : 1.61873e-01
Validation Epoch 374 : 	 Train : 5.98682e-01 	 Res : 7.11445e-04 	 MSE : 2.12422e-02
Training Epoch 374 finished, took current epoch 52.17s, cumulative time 19632.21s
Epoch 375, 25% 	 Loss : 6.1490e-01 	 Res : 7.9383e-04 	 MSE : 8.2639e-02
Epoch 375, 50% 	 Loss : 6.0716e-01 	 Res : 1.6876e-03 	 MSE : 8.3961e-02
Epoch 375, 75% 	 Loss : 6.0066e-01 	 Res : 1.2145e-03 	 MSE : 1.4922e-01
Training Epoch 375 : 	 Train : 6.11576e-01 	 Res : 1.19630e-03 	 MSE : 1.30078e-01
Validation Epoch 375 : 	 Train : 5.98857e-01 	 Res : 7.03423e-04 	 MSE : 1.42721e-01
Training Epoch 375 finished, took current epoch 51.77s, cumulative time 19683.88s
Epoch 376, 25% 	 Loss : 6.2166e-01 	 Res : 8.5587e-04 	 MSE : 1.9905e-01
Epoch 376, 50% 	 Loss : 6.0058e-01 	 Res : 6.6344e-04 	 MSE : 9.5426e-02
Epoch 376, 75% 	 Loss : 6.1025e-01 	 Res : 8.0208e-04 	 MSE : 8.2677e-02
Training Epoch 376 : 	 Train : 6.08615e-01 	 Res : 8.79866e-04 	 MSE : 1.51771e-01
Validation Epoch 376 : 	 Train : 6.04677e-01 	 Res : 1.17617e-03 	 MSE : 2.40295e-01
Training Epoch 376 finished, took current epoch 51.84s, cumulative time 19735.61s
Epoch 377, 25% 	 Loss : 6.2232e-01 	 Res : 9.3588e-04 	 MSE : 2.0459e-01
Epoch 377, 50% 	 Loss : 5.9712e-01 	 Res : 7.9183e-04 	 MSE : 1.7946e-01
Epoch 377, 75% 	 Loss : 5.9930e-01 	 Res : 8.0450e-04 	 MSE : 1.8394e-01
Training Epoch 377 : 	 Train : 6.07146e-01 	 Res : 8.34347e-04 	 MSE : 1.91549e-01
Validation Epoch 377 : 	 Train : 5.95107e-01 	 Res : 7.71632e-04 	 MSE : 1.20845e-01
Training Epoch 377 finished, took current epoch 51.43s, cumulative time 19786.89s
Epoch 378, 25% 	 Loss : 6.1985e-01 	 Res : 7.8644e-04 	 MSE : 1.8693e-01
Epoch 378, 50% 	 Loss : 6.0018e-01 	 Res : 1.4737e-03 	 MSE : 1.7902e-01
Epoch 378, 75% 	 Loss : 6.1914e-01 	 Res : 1.1150e-03 	 MSE : 2.4940e-01
Training Epoch 378 : 	 Train : 6.09386e-01 	 Res : 1.07019e-03 	 MSE : 1.96580e-01
Validation Epoch 378 : 	 Train : 5.98527e-01 	 Res : 1.01972e-03 	 MSE : 2.63345e-01
Training Epoch 378 finished, took current epoch 51.88s, cumulative time 19838.63s
Epoch 379, 25% 	 Loss : 5.9814e-01 	 Res : 8.5452e-04 	 MSE : 1.9636e-01
Epoch 379, 50% 	 Loss : 6.0735e-01 	 Res : 8.0587e-04 	 MSE : 2.0294e-01
Epoch 379, 75% 	 Loss : 6.1383e-01 	 Res : 8.4241e-04 	 MSE : 2.0215e-01
Training Epoch 379 : 	 Train : 6.07465e-01 	 Res : 8.60401e-04 	 MSE : 1.90634e-01
Validation Epoch 379 : 	 Train : 5.95619e-01 	 Res : 8.16293e-04 	 MSE : 1.36613e-01
Training Epoch 379 finished, took current epoch 51.25s, cumulative time 19889.76s
Epoch 380, 25% 	 Loss : 6.0367e-01 	 Res : 8.0106e-04 	 MSE : 1.8583e-01
Epoch 380, 50% 	 Loss : 6.1256e-01 	 Res : 7.7472e-04 	 MSE : 1.7220e-01
Epoch 380, 75% 	 Loss : 6.1211e-01 	 Res : 1.0719e-03 	 MSE : 1.4769e-01
Training Epoch 380 : 	 Train : 6.08681e-01 	 Res : 9.23578e-04 	 MSE : 1.66888e-01
Validation Epoch 380 : 	 Train : 5.97634e-01 	 Res : 9.73464e-04 	 MSE : 6.72841e-02
Training Epoch 380 finished, took current epoch 51.73s, cumulative time 19941.35s
Epoch 381, 25% 	 Loss : 6.2000e-01 	 Res : 9.1853e-04 	 MSE : 1.9697e-01
Epoch 381, 50% 	 Loss : 6.0148e-01 	 Res : 7.8386e-04 	 MSE : 1.8436e-01
Epoch 381, 75% 	 Loss : 6.0595e-01 	 Res : 8.0682e-04 	 MSE : 1.9003e-01
Training Epoch 381 : 	 Train : 6.08324e-01 	 Res : 1.00337e-03 	 MSE : 2.31084e-01
Validation Epoch 381 : 	 Train : 6.00182e-01 	 Res : 1.09525e-03 	 MSE : 2.17477e-01
Training Epoch 381 finished, took current epoch 52.26s, cumulative time 19993.47s
Epoch 382, 25% 	 Loss : 6.0705e-01 	 Res : 8.6000e-04 	 MSE : 1.9038e-01
Epoch 382, 50% 	 Loss : 5.9678e-01 	 Res : 7.4521e-04 	 MSE : 1.8144e-01
Epoch 382, 75% 	 Loss : 6.1943e-01 	 Res : 7.5250e-04 	 MSE : 1.7753e-01
Training Epoch 382 : 	 Train : 6.07041e-01 	 Res : 7.89321e-04 	 MSE : 1.82533e-01
Validation Epoch 382 : 	 Train : 5.98839e-01 	 Res : 8.75363e-04 	 MSE : 2.08485e-01
Training Epoch 382 finished, took current epoch 52.09s, cumulative time 20045.39s
Epoch 383, 25% 	 Loss : 6.1507e-01 	 Res : 1.1084e-03 	 MSE : 1.2917e-01
Epoch 383, 50% 	 Loss : 5.9768e-01 	 Res : 8.6483e-04 	 MSE : 1.2059e-01
Epoch 383, 75% 	 Loss : 6.0160e-01 	 Res : 9.4821e-04 	 MSE : 1.7029e-01
Training Epoch 383 : 	 Train : 6.13973e-01 	 Res : 1.43478e-03 	 MSE : 2.46999e-01
Validation Epoch 383 : 	 Train : 6.01088e-01 	 Res : 1.20260e-03 	 MSE : 1.46379e-01
Training Epoch 383 finished, took current epoch 51.73s, cumulative time 20097.00s
Epoch 384, 25% 	 Loss : 6.1321e-01 	 Res : 1.0656e-03 	 MSE : 1.6921e-01
Epoch 384, 50% 	 Loss : 6.1118e-01 	 Res : 1.0030e-03 	 MSE : 1.4593e-01
Epoch 384, 75% 	 Loss : 5.9617e-01 	 Res : 7.7304e-04 	 MSE : 1.4434e-01
Training Epoch 384 : 	 Train : 6.08502e-01 	 Res : 9.20577e-04 	 MSE : 1.68294e-01
Validation Epoch 384 : 	 Train : 5.95289e-01 	 Res : 7.41152e-04 	 MSE : 2.64760e-01
Training Epoch 384 finished, took current epoch 51.59s, cumulative time 20148.46s
Epoch 385, 25% 	 Loss : 5.9998e-01 	 Res : 7.3399e-04 	 MSE : 1.6857e-01
Epoch 385, 50% 	 Loss : 6.2114e-01 	 Res : 9.0156e-04 	 MSE : 2.0623e-01
Epoch 385, 75% 	 Loss : 6.0158e-01 	 Res : 8.8552e-04 	 MSE : 1.0562e-01
Training Epoch 385 : 	 Train : 6.10671e-01 	 Res : 9.96334e-04 	 MSE : 1.85683e-01
Validation Epoch 385 : 	 Train : 6.04088e-01 	 Res : 1.50814e-03 	 MSE : 3.23692e-01
Training Epoch 385 finished, took current epoch 52.05s, cumulative time 20200.37s
Epoch 386, 25% 	 Loss : 6.1867e-01 	 Res : 1.0278e-03 	 MSE : 1.9360e-01
Epoch 386, 50% 	 Loss : 6.1181e-01 	 Res : 9.1698e-04 	 MSE : 1.8428e-01
Epoch 386, 75% 	 Loss : 6.0740e-01 	 Res : 7.5163e-04 	 MSE : 1.7372e-01
Training Epoch 386 : 	 Train : 6.08068e-01 	 Res : 8.51954e-04 	 MSE : 1.78122e-01
Validation Epoch 386 : 	 Train : 6.01428e-01 	 Res : 1.45998e-03 	 MSE : 3.59774e-01
Training Epoch 386 finished, took current epoch 51.72s, cumulative time 20251.94s
Epoch 387, 25% 	 Loss : 5.9027e-01 	 Res : 9.2646e-04 	 MSE : 1.9781e-01
Epoch 387, 50% 	 Loss : 5.9716e-01 	 Res : 8.1328e-04 	 MSE : 1.8823e-01
Epoch 387, 75% 	 Loss : 6.2386e-01 	 Res : 7.8861e-04 	 MSE : 2.0231e-01
Training Epoch 387 : 	 Train : 6.08159e-01 	 Res : 9.05582e-04 	 MSE : 1.95437e-01
Validation Epoch 387 : 	 Train : 5.93653e-01 	 Res : 4.00595e-04 	 MSE : 4.18148e-02
Training Epoch 387 finished, took current epoch 51.68s, cumulative time 20303.51s
Epoch 388, 25% 	 Loss : 6.2964e-01 	 Res : 9.0673e-04 	 MSE : 1.8439e-01
Epoch 388, 50% 	 Loss : 6.0017e-01 	 Res : 9.9333e-04 	 MSE : 1.4636e-01
Epoch 388, 75% 	 Loss : 6.1499e-01 	 Res : 8.8880e-04 	 MSE : 1.9436e-01
Training Epoch 388 : 	 Train : 6.09879e-01 	 Res : 9.45840e-04 	 MSE : 1.67567e-01
Validation Epoch 388 : 	 Train : 6.04160e-01 	 Res : 1.88703e-03 	 MSE : 3.69880e-01
Training Epoch 388 finished, took current epoch 52.03s, cumulative time 20355.39s
Epoch 389, 25% 	 Loss : 6.0009e-01 	 Res : 9.6456e-04 	 MSE : 1.5349e-01
Epoch 389, 50% 	 Loss : 6.0830e-01 	 Res : 8.4827e-04 	 MSE : 1.7930e-01
Epoch 389, 75% 	 Loss : 5.9974e-01 	 Res : 8.3225e-04 	 MSE : 1.9395e-01
Training Epoch 389 : 	 Train : 6.06929e-01 	 Res : 8.79073e-04 	 MSE : 1.78916e-01
Validation Epoch 389 : 	 Train : 6.03648e-01 	 Res : 2.14279e-03 	 MSE : 3.33567e-01
Training Epoch 389 finished, took current epoch 51.95s, cumulative time 20407.19s
Epoch 390, 25% 	 Loss : 6.0988e-01 	 Res : 1.0341e-03 	 MSE : 1.4615e-01
Epoch 390, 50% 	 Loss : 6.0554e-01 	 Res : 9.1315e-04 	 MSE : 7.4958e-02
Epoch 390, 75% 	 Loss : 6.1161e-01 	 Res : 1.0672e-03 	 MSE : 2.0655e-01
Training Epoch 390 : 	 Train : 6.09257e-01 	 Res : 1.00619e-03 	 MSE : 1.55518e-01
Validation Epoch 390 : 	 Train : 5.94754e-01 	 Res : 3.23421e-04 	 MSE : 3.18089e-02
Training Epoch 390 finished, took current epoch 51.49s, cumulative time 20458.53s
Epoch 391, 25% 	 Loss : 6.2124e-01 	 Res : 1.0996e-03 	 MSE : 1.7255e-01
Epoch 391, 50% 	 Loss : 6.0491e-01 	 Res : 7.2461e-04 	 MSE : 1.0261e-01
Epoch 391, 75% 	 Loss : 5.9946e-01 	 Res : 1.3181e-03 	 MSE : 2.3938e-01
Training Epoch 391 : 	 Train : 6.10417e-01 	 Res : 1.13506e-03 	 MSE : 2.13076e-01
Validation Epoch 391 : 	 Train : 6.07794e-01 	 Res : 2.09102e-03 	 MSE : 7.35198e-01
Training Epoch 391 finished, took current epoch 51.43s, cumulative time 20509.84s
Epoch 392, 25% 	 Loss : 6.1463e-01 	 Res : 1.2292e-03 	 MSE : 3.1928e-01
Epoch 392, 50% 	 Loss : 6.1246e-01 	 Res : 8.5001e-04 	 MSE : 1.8587e-01
Epoch 392, 75% 	 Loss : 6.0201e-01 	 Res : 1.0223e-03 	 MSE : 2.5984e-01
Training Epoch 392 : 	 Train : 6.09358e-01 	 Res : 1.02021e-03 	 MSE : 2.43845e-01
Validation Epoch 392 : 	 Train : 5.92668e-01 	 Res : 4.83891e-04 	 MSE : 5.73559e-02
Training Epoch 392 finished, took current epoch 51.93s, cumulative time 20561.66s
Epoch 393, 25% 	 Loss : 6.0387e-01 	 Res : 8.3449e-04 	 MSE : 1.6616e-01
Epoch 393, 50% 	 Loss : 6.0512e-01 	 Res : 7.7759e-04 	 MSE : 1.7198e-01
Epoch 393, 75% 	 Loss : 5.9281e-01 	 Res : 7.5947e-04 	 MSE : 1.9015e-01
