Train Metrics
Epoch 0, 25% 	 Loss : 4.8200e+00 	 Res : 3.7218e+00 	 Jac : 9.8467e-02 	 Enc : 6.8557e-01 	 AEnc : 2.6680e-01 	 MSE : 4.7332e+01
Validation Epoch 357 : 	 Train : 2.29755e-02 	 Res : 3.30332e-03 	 Jac : 1.60500e-02 	 Enc : 3.36842e-03 	 AE : 5.51866e-05 	 MSE : 1.98584e-01
Training Epoch 357 finished, took current epoch 532.91s, cumulative time 173539.96s
Current Learning rate DEQ : 1.1631525699360336e-05
Current Learning rate AUTOENC : 2.3263051398720672e-05
Epoch 358, 25% 	 Loss : 2.2986e-02 	 Res : 3.2452e-03 	 Jac : 1.6129e-02 	 Enc : 3.3725e-03 	 AEnc : 6.7480e-05 	 MSE : 1.7243e-01
Epoch 358, 50% 	 Loss : 2.2861e-02 	 Res : 3.1593e-03 	 Jac : 1.6068e-02 	 Enc : 3.3607e-03 	 AEnc : 8.0366e-05 	 MSE : 1.9266e-01
Epoch 358, 75% 	 Loss : 2.2946e-02 	 Res : 3.2562e-03 	 Jac : 1.6089e-02 	 Enc : 3.3706e-03 	 AEnc : 6.5065e-05 	 MSE : 1.6562e-01
Training Epoch 358 : 	 Train : 2.29472e-02 	 Res : 3.23636e-03 	 Jac : 1.60850e-02 	 Enc : 3.36943e-03 	 AE : 7.54757e-05 	 MSE : 1.80879e-01
Validation Epoch 358 : 	 Train : 2.29324e-02 	 Res : 3.26188e-03 	 Jac : 1.59850e-02 	 Enc : 3.37688e-03 	 AE : 5.82100e-05 	 MSE : 2.50450e-01
Training Epoch 358 finished, took current epoch 542.83s, cumulative time 174082.74s
Current Learning rate DEQ : 1.1631525699360336e-05
Current Learning rate AUTOENC : 2.3263051398720672e-05
Epoch 359, 25% 	 Loss : 2.2949e-02 	 Res : 3.2490e-03 	 Jac : 1.6070e-02 	 Enc : 3.3693e-03 	 AEnc : 7.1729e-05 	 MSE : 1.8857e-01
Epoch 359, 50% 	 Loss : 2.2846e-02 	 Res : 3.2185e-03 	 Jac : 1.6004e-02 	 Enc : 3.3771e-03 	 AEnc : 6.9791e-05 	 MSE : 1.7613e-01
Epoch 359, 75% 	 Loss : 2.3072e-02 	 Res : 3.2926e-03 	 Jac : 1.6129e-02 	 Enc : 3.3669e-03 	 AEnc : 7.3471e-05 	 MSE : 2.1089e-01
Training Epoch 359 : 	 Train : 2.29447e-02 	 Res : 3.23586e-03 	 Jac : 1.60656e-02 	 Enc : 3.37010e-03 	 AE : 7.44126e-05 	 MSE : 1.98776e-01
Validation Epoch 359 : 	 Train : 2.29310e-02 	 Res : 3.21393e-03 	 Jac : 1.61019e-02 	 Enc : 3.36812e-03 	 AE : 6.94900e-05 	 MSE : 1.77639e-01
Training Epoch 359 finished, took current epoch 564.48s, cumulative time 174647.15s
Current Learning rate DEQ : 1.1631525699360336e-05
Current Learning rate AUTOENC : 2.3263051398720672e-05
MODEL SAVED
Epoch 360, 25% 	 Loss : 2.2911e-02 	 Res : 3.2278e-03 	 Jac : 1.6081e-02 	 Enc : 3.3541e-03 	 AEnc : 6.4207e-05 	 MSE : 1.8321e-01
Epoch 360, 50% 	 Loss : 2.2829e-02 	 Res : 3.1564e-03 	 Jac : 1.6041e-02 	 Enc : 3.3724e-03 	 AEnc : 6.9999e-05 	 MSE : 1.8955e-01
Epoch 360, 75% 	 Loss : 2.2959e-02 	 Res : 3.2422e-03 	 Jac : 1.6073e-02 	 Enc : 3.3868e-03 	 AEnc : 6.9907e-05 	 MSE : 1.8793e-01
Training Epoch 360 : 	 Train : 2.29248e-02 	 Res : 3.22428e-03 	 Jac : 1.60728e-02 	 Enc : 3.36865e-03 	 AE : 6.65298e-05 	 MSE : 1.92602e-01
Validation Epoch 360 : 	 Train : 2.32120e-02 	 Res : 3.34267e-03 	 Jac : 1.60707e-02 	 Enc : 3.37854e-03 	 AE : 5.99612e-05 	 MSE : 3.60156e-01
Training Epoch 360 finished, took current epoch 554.53s, cumulative time 175201.66s
Current Learning rate DEQ : 1.1631525699360336e-05
Current Learning rate AUTOENC : 2.3263051398720672e-05
Epoch 361, 25% 	 Loss : 2.2858e-02 	 Res : 3.1595e-03 	 Jac : 1.6097e-02 	 Enc : 3.3472e-03 	 AEnc : 6.5420e-05 	 MSE : 1.8818e-01
Epoch 361, 50% 	 Loss : 2.2849e-02 	 Res : 3.2023e-03 	 Jac : 1.6017e-02 	 Enc : 3.3744e-03 	 AEnc : 7.3710e-05 	 MSE : 1.8075e-01
Epoch 361, 75% 	 Loss : 2.2764e-02 	 Res : 3.2005e-03 	 Jac : 1.5904e-02 	 Enc : 3.3723e-03 	 AEnc : 7.0395e-05 	 MSE : 2.1677e-01
Training Epoch 361 : 	 Train : 2.28804e-02 	 Res : 3.22860e-03 	 Jac : 1.60226e-02 	 Enc : 3.36760e-03 	 AE : 6.89915e-05 	 MSE : 1.92606e-01
Validation Epoch 361 : 	 Train : 2.27868e-02 	 Res : 3.23176e-03 	 Jac : 1.59174e-02 	 Enc : 3.37388e-03 	 AE : 6.79867e-05 	 MSE : 1.95762e-01
Training Epoch 361 finished, took current epoch 558.56s, cumulative time 175760.21s
Current Learning rate DEQ : 1.1631525699360336e-05
Current Learning rate AUTOENC : 2.3263051398720672e-05
Epoch 362, 25% 	 Loss : 2.2975e-02 	 Res : 3.2072e-03 	 Jac : 1.6144e-02 	 Enc : 3.3670e-03 	 AEnc : 6.7968e-05 	 MSE : 1.8956e-01
Epoch 362, 50% 	 Loss : 2.3371e-02 	 Res : 3.5060e-03 	 Jac : 1.6016e-02 	 Enc : 3.3759e-03 	 AEnc : 7.1795e-05 	 MSE : 4.0170e-01
Epoch 362, 75% 	 Loss : 2.3033e-02 	 Res : 3.2673e-03 	 Jac : 1.6142e-02 	 Enc : 3.3639e-03 	 AEnc : 6.4170e-05 	 MSE : 1.9516e-01
Training Epoch 362 : 	 Train : 2.30737e-02 	 Res : 3.29426e-03 	 Jac : 1.60960e-02 	 Enc : 3.36678e-03 	 AE : 6.95913e-05 	 MSE : 2.47034e-01
Validation Epoch 362 : 	 Train : 2.27322e-02 	 Res : 3.19803e-03 	 Jac : 1.59300e-02 	 Enc : 3.36774e-03 	 AE : 5.28015e-05 	 MSE : 1.83619e-01
Training Epoch 362 finished, took current epoch 550.47s, cumulative time 176310.60s
Current Learning rate DEQ : 1.1631525699360336e-05
Current Learning rate AUTOENC : 2.3263051398720672e-05
MODEL SAVED
Epoch 363, 25% 	 Loss : 2.2781e-02 	 Res : 3.2134e-03 	 Jac : 1.5974e-02 	 Enc : 3.3587e-03 	 AEnc : 6.6324e-05 	 MSE : 1.6831e-01
Epoch 363, 50% 	 Loss : 2.2889e-02 	 Res : 3.2821e-03 	 Jac : 1.6004e-02 	 Enc : 3.3615e-03 	 AEnc : 5.5724e-05 	 MSE : 1.8545e-01
Epoch 363, 75% 	 Loss : 2.2904e-02 	 Res : 3.2413e-03 	 Jac : 1.5999e-02 	 Enc : 3.3916e-03 	 AEnc : 6.7316e-05 	 MSE : 2.0533e-01
Training Epoch 363 : 	 Train : 2.28455e-02 	 Res : 3.22910e-03 	 Jac : 1.59962e-02 	 Enc : 3.36607e-03 	 AE : 6.56524e-05 	 MSE : 1.88433e-01
Validation Epoch 363 : 	 Train : 2.28921e-02 	 Res : 3.25663e-03 	 Jac : 1.60120e-02 	 Enc : 3.37002e-03 	 AE : 7.52132e-05 	 MSE : 1.78298e-01
Training Epoch 363 finished, took current epoch 552.32s, cumulative time 176862.87s
Current Learning rate DEQ : 1.1631525699360336e-05
Current Learning rate AUTOENC : 2.3263051398720672e-05
Epoch 364, 25% 	 Loss : 2.2861e-02 	 Res : 3.1713e-03 	 Jac : 1.6045e-02 	 Enc : 3.3699e-03 	 AEnc : 7.0045e-05 	 MSE : 2.0517e-01
Epoch 364, 50% 	 Loss : 2.4776e-02 	 Res : 4.7103e-03 	 Jac : 1.6068e-02 	 Enc : 3.3749e-03 	 AEnc : 1.0044e-04 	 MSE : 5.2260e-01
Epoch 364, 75% 	 Loss : 2.3074e-02 	 Res : 3.3332e-03 	 Jac : 1.6011e-02 	 Enc : 3.3651e-03 	 AEnc : 6.9987e-05 	 MSE : 2.9510e-01
Training Epoch 364 : 	 Train : 2.34524e-02 	 Res : 3.62341e-03 	 Jac : 1.60577e-02 	 Enc : 3.36646e-03 	 AE : 7.79583e-05 	 MSE : 3.26864e-01
Validation Epoch 364 : 	 Train : 2.28518e-02 	 Res : 3.23053e-03 	 Jac : 1.59802e-02 	 Enc : 3.36024e-03 	 AE : 5.30559e-05 	 MSE : 2.27831e-01
Training Epoch 364 finished, took current epoch 557.66s, cumulative time 177420.48s
Current Learning rate DEQ : 1.1631525699360336e-05
Current Learning rate AUTOENC : 2.3263051398720672e-05
Epoch 365, 25% 	 Loss : 2.2879e-02 	 Res : 3.2506e-03 	 Jac : 1.6011e-02 	 Enc : 3.3754e-03 	 AEnc : 6.8067e-05 	 MSE : 1.7427e-01
Epoch 365, 50% 	 Loss : 2.2879e-02 	 Res : 3.1976e-03 	 Jac : 1.6084e-02 	 Enc : 3.3589e-03 	 AEnc : 6.9765e-05 	 MSE : 1.6828e-01
Epoch 365, 75% 	 Loss : 2.2833e-02 	 Res : 3.1943e-03 	 Jac : 1.6034e-02 	 Enc : 3.3537e-03 	 AEnc : 6.1660e-05 	 MSE : 1.8986e-01
Training Epoch 365 : 	 Train : 2.28786e-02 	 Res : 3.22041e-03 	 Jac : 1.60401e-02 	 Enc : 3.36500e-03 	 AE : 6.74537e-05 	 MSE : 1.85656e-01
Validation Epoch 365 : 	 Train : 2.29444e-02 	 Res : 3.27953e-03 	 Jac : 1.59916e-02 	 Enc : 3.36881e-03 	 AE : 6.22884e-05 	 MSE : 2.42204e-01
Training Epoch 365 finished, took current epoch 547.81s, cumulative time 177968.24s
Current Learning rate DEQ : 1.1631525699360336e-05
Current Learning rate AUTOENC : 2.3263051398720672e-05
Epoch 366, 25% 	 Loss : 2.2969e-02 	 Res : 3.2628e-03 	 Jac : 1.6073e-02 	 Enc : 3.3737e-03 	 AEnc : 7.0793e-05 	 MSE : 1.8873e-01
Epoch 366, 50% 	 Loss : 2.2825e-02 	 Res : 3.1674e-03 	 Jac : 1.6059e-02 	 Enc : 3.3634e-03 	 AEnc : 6.6208e-05 	 MSE : 1.6950e-01
Epoch 366, 75% 	 Loss : 2.2849e-02 	 Res : 3.1812e-03 	 Jac : 1.6042e-02 	 Enc : 3.3515e-03 	 AEnc : 8.5656e-05 	 MSE : 1.8908e-01
Training Epoch 366 : 	 Train : 2.29075e-02 	 Res : 3.23583e-03 	 Jac : 1.60316e-02 	 Enc : 3.36323e-03 	 AE : 7.59714e-05 	 MSE : 2.00874e-01
Validation Epoch 366 : 	 Train : 2.28100e-02 	 Res : 3.18209e-03 	 Jac : 1.60240e-02 	 Enc : 3.36191e-03 	 AE : 6.44520e-05 	 MSE : 1.77518e-01
Training Epoch 366 finished, took current epoch 549.61s, cumulative time 178517.78s
Current Learning rate DEQ : 1.1631525699360336e-05
Current Learning rate AUTOENC : 2.3263051398720672e-05
MODEL SAVED
Epoch 367, 25% 	 Loss : 2.2841e-02 	 Res : 3.1983e-03 	 Jac : 1.6012e-02 	 Enc : 3.3678e-03 	 AEnc : 7.2035e-05 	 MSE : 1.9073e-01
Epoch 367, 50% 	 Loss : 2.2810e-02 	 Res : 3.1944e-03 	 Jac : 1.5999e-02 	 Enc : 3.3519e-03 	 AEnc : 7.0039e-05 	 MSE : 1.9400e-01
Epoch 367, 75% 	 Loss : 2.2948e-02 	 Res : 3.2687e-03 	 Jac : 1.6043e-02 	 Enc : 3.3571e-03 	 AEnc : 6.9054e-05 	 MSE : 2.1067e-01
Training Epoch 367 : 	 Train : 2.28894e-02 	 Res : 3.23117e-03 	 Jac : 1.60271e-02 	 Enc : 3.36225e-03 	 AE : 7.02693e-05 	 MSE : 1.98645e-01
Validation Epoch 367 : 	 Train : 2.28598e-02 	 Res : 3.24192e-03 	 Jac : 1.60004e-02 	 Enc : 3.35955e-03 	 AE : 6.14603e-05 	 MSE : 1.96423e-01
Training Epoch 367 finished, took current epoch 547.54s, cumulative time 179065.28s
Current Learning rate DEQ : 1.1631525699360336e-05
Current Learning rate AUTOENC : 2.3263051398720672e-05
Epoch 368, 25% 	 Loss : 2.3112e-02 	 Res : 3.2989e-03 	 Jac : 1.6150e-02 	 Enc : 3.3863e-03 	 AEnc : 6.9112e-05 	 MSE : 2.0733e-01
Epoch 368, 50% 	 Loss : 2.2946e-02 	 Res : 3.2323e-03 	 Jac : 1.6025e-02 	 Enc : 3.3660e-03 	 AEnc : 7.0777e-05 	 MSE : 2.5268e-01
Epoch 368, 75% 	 Loss : 2.2806e-02 	 Res : 3.1204e-03 	 Jac : 1.6084e-02 	 Enc : 3.3392e-03 	 AEnc : 6.5967e-05 	 MSE : 1.9564e-01
Training Epoch 368 : 	 Train : 2.29492e-02 	 Res : 3.22880e-03 	 Jac : 1.60812e-02 	 Enc : 3.36119e-03 	 AE : 7.02357e-05 	 MSE : 2.07779e-01
Validation Epoch 368 : 	 Train : 2.29212e-02 	 Res : 3.20954e-03 	 Jac : 1.60782e-02 	 Enc : 3.35762e-03 	 AE : 6.49476e-05 	 MSE : 2.10891e-01
Training Epoch 368 finished, took current epoch 550.55s, cumulative time 179615.80s
Current Learning rate DEQ : 1.1631525699360336e-05
Current Learning rate AUTOENC : 2.3263051398720672e-05
Epoch 369, 25% 	 Loss : 2.2827e-02 	 Res : 3.2027e-03 	 Jac : 1.5992e-02 	 Enc : 3.3556e-03 	 AEnc : 9.0955e-05 	 MSE : 1.8627e-01
Epoch 369, 50% 	 Loss : 2.2691e-02 	 Res : 3.1600e-03 	 Jac : 1.5919e-02 	 Enc : 3.3653e-03 	 AEnc : 6.9472e-05 	 MSE : 1.7676e-01
Epoch 369, 75% 	 Loss : 2.2860e-02 	 Res : 3.2049e-03 	 Jac : 1.6050e-02 	 Enc : 3.3635e-03 	 AEnc : 6.7144e-05 	 MSE : 1.7509e-01
Training Epoch 369 : 	 Train : 2.28186e-02 	 Res : 3.19503e-03 	 Jac : 1.60128e-02 	 Enc : 3.36112e-03 	 AE : 7.36637e-05 	 MSE : 1.76024e-01
Validation Epoch 369 : 	 Train : 2.30671e-02 	 Res : 3.27701e-03 	 Jac : 1.60529e-02 	 Enc : 3.35433e-03 	 AE : 6.42447e-05 	 MSE : 3.18597e-01
Training Epoch 369 finished, took current epoch 553.29s, cumulative time 180169.04s
Current Learning rate DEQ : 1.1631525699360336e-05
Current Learning rate AUTOENC : 2.3263051398720672e-05
Epoch 370, 25% 	 Loss : 2.2737e-02 	 Res : 3.1833e-03 	 Jac : 1.5952e-02 	 Enc : 3.3389e-03 	 AEnc : 6.1350e-05 	 MSE : 2.0160e-01
Epoch 370, 50% 	 Loss : 2.3297e-02 	 Res : 3.3791e-03 	 Jac : 1.6056e-02 	 Enc : 3.3761e-03 	 AEnc : 6.2265e-05 	 MSE : 4.2329e-01
Epoch 370, 75% 	 Loss : 2.2842e-02 	 Res : 3.2243e-03 	 Jac : 1.5980e-02 	 Enc : 3.3687e-03 	 AEnc : 6.6179e-05 	 MSE : 2.0240e-01
Training Epoch 370 : 	 Train : 2.29581e-02 	 Res : 3.25303e-03 	 Jac : 1.60298e-02 	 Enc : 3.35908e-03 	 AE : 6.69799e-05 	 MSE : 2.49194e-01
Validation Epoch 370 : 	 Train : 2.28103e-02 	 Res : 3.18002e-03 	 Jac : 1.59513e-02 	 Enc : 3.35826e-03 	 AE : 1.36650e-04 	 MSE : 1.84068e-01
Training Epoch 370 finished, took current epoch 546.86s, cumulative time 180715.87s
Current Learning rate DEQ : 1.1631525699360336e-05
Current Learning rate AUTOENC : 2.3263051398720672e-05
MODEL SAVED
Epoch 371, 25% 	 Loss : 2.2861e-02 	 Res : 3.1726e-03 	 Jac : 1.6062e-02 	 Enc : 3.3506e-03 	 AEnc : 7.3031e-05 	 MSE : 2.0244e-01
Epoch 371, 50% 	 Loss : 2.3002e-02 	 Res : 3.2543e-03 	 Jac : 1.6113e-02 	 Enc : 3.3758e-03 	 AEnc : 6.9330e-05 	 MSE : 1.8879e-01
Epoch 371, 75% 	 Loss : 2.2881e-02 	 Res : 3.2644e-03 	 Jac : 1.5921e-02 	 Enc : 3.3440e-03 	 AEnc : 6.8680e-05 	 MSE : 2.8231e-01
Training Epoch 371 : 	 Train : 2.29341e-02 	 Res : 3.24577e-03 	 Jac : 1.60219e-02 	 Enc : 3.35826e-03 	 AE : 7.02575e-05 	 MSE : 2.37920e-01
Validation Epoch 371 : 	 Train : 2.27630e-02 	 Res : 3.19899e-03 	 Jac : 1.59839e-02 	 Enc : 3.36267e-03 	 AE : 5.69802e-05 	 MSE : 1.60395e-01
Training Epoch 371 finished, took current epoch 536.04s, cumulative time 181251.86s
Current Learning rate DEQ : 1.1631525699360336e-05
Current Learning rate AUTOENC : 2.3263051398720672e-05
Epoch 372, 25% 	 Loss : 2.2744e-02 	 Res : 3.1704e-03 	 Jac : 1.5979e-02 	 Enc : 3.3512e-03 	 AEnc : 6.4417e-05 	 MSE : 1.7926e-01
Epoch 372, 50% 	 Loss : 2.2938e-02 	 Res : 3.2804e-03 	 Jac : 1.6035e-02 	 Enc : 3.3715e-03 	 AEnc : 6.8786e-05 	 MSE : 1.8228e-01
Epoch 372, 75% 	 Loss : 2.2740e-02 	 Res : 3.1394e-03 	 Jac : 1.5999e-02 	 Enc : 3.3465e-03 	 AEnc : 6.5286e-05 	 MSE : 1.8927e-01
Training Epoch 372 : 	 Train : 2.28030e-02 	 Res : 3.20917e-03 	 Jac : 1.59854e-02 	 Enc : 3.35759e-03 	 AE : 6.48462e-05 	 MSE : 1.86017e-01
Validation Epoch 372 : 	 Train : 2.28567e-02 	 Res : 3.25157e-03 	 Jac : 1.59365e-02 	 Enc : 3.36771e-03 	 AE : 5.75442e-05 	 MSE : 2.43340e-01
Training Epoch 372 finished, took current epoch 539.71s, cumulative time 181791.56s
Current Learning rate DEQ : 1.1631525699360336e-05
Current Learning rate AUTOENC : 2.3263051398720672e-05
Epoch 373, 25% 	 Loss : 2.2812e-02 	 Res : 3.2281e-03 	 Jac : 1.5956e-02 	 Enc : 3.3758e-03 	 AEnc : 6.6612e-05 	 MSE : 1.8621e-01
Epoch 373, 50% 	 Loss : 2.2939e-02 	 Res : 3.1818e-03 	 Jac : 1.6167e-02 	 Enc : 3.3415e-03 	 AEnc : 7.6554e-05 	 MSE : 1.7158e-01
Epoch 373, 75% 	 Loss : 2.2904e-02 	 Res : 3.2071e-03 	 Jac : 1.6098e-02 	 Enc : 3.3588e-03 	 AEnc : 5.7983e-05 	 MSE : 1.8256e-01
Training Epoch 373 : 	 Train : 2.28125e-02 	 Res : 3.19635e-03 	 Jac : 1.60140e-02 	 Enc : 3.35621e-03 	 AE : 6.63366e-05 	 MSE : 1.79605e-01
Validation Epoch 373 : 	 Train : 2.29028e-02 	 Res : 3.22157e-03 	 Jac : 1.60969e-02 	 Enc : 3.35583e-03 	 AE : 5.42064e-05 	 MSE : 1.74253e-01
Training Epoch 373 finished, took current epoch 516.90s, cumulative time 182308.45s
Current Learning rate DEQ : 8.142067989552235e-06
Current Learning rate AUTOENC : 1.628413597910447e-05
Epoch 374, 25% 	 Loss : 2.2684e-02 	 Res : 3.1889e-03 	 Jac : 1.5923e-02 	 Enc : 3.3528e-03 	 AEnc : 5.8061e-05 	 MSE : 1.6095e-01
Epoch 374, 50% 	 Loss : 2.2746e-02 	 Res : 3.2105e-03 	 Jac : 1.5933e-02 	 Enc : 3.3650e-03 	 AEnc : 7.0612e-05 	 MSE : 1.6676e-01
Epoch 374, 75% 	 Loss : 2.3915e-02 	 Res : 3.7852e-03 	 Jac : 1.6127e-02 	 Enc : 3.3507e-03 	 AEnc : 6.7895e-05 	 MSE : 5.8393e-01
Training Epoch 374 : 	 Train : 2.30408e-02 	 Res : 3.32883e-03 	 Jac : 1.60232e-02 	 Enc : 3.35468e-03 	 AE : 6.32238e-05 	 MSE : 2.70878e-01
Validation Epoch 374 : 	 Train : 2.29156e-02 	 Res : 3.18858e-03 	 Jac : 1.61219e-02 	 Enc : 3.35975e-03 	 AE : 5.48193e-05 	 MSE : 1.90570e-01
Training Epoch 374 finished, took current epoch 537.81s, cumulative time 182846.22s
Current Learning rate DEQ : 8.142067989552235e-06
Current Learning rate AUTOENC : 1.628413597910447e-05
Epoch 375, 25% 	 Loss : 2.2725e-02 	 Res : 3.1779e-03 	 Jac : 1.5958e-02 	 Enc : 3.3693e-03 	 AEnc : 6.0794e-05 	 MSE : 1.5945e-01
Epoch 375, 50% 	 Loss : 2.2618e-02 	 Res : 3.1023e-03 	 Jac : 1.5943e-02 	 Enc : 3.3375e-03 	 AEnc : 6.2398e-05 	 MSE : 1.7305e-01
Epoch 375, 75% 	 Loss : 2.2835e-02 	 Res : 3.1999e-03 	 Jac : 1.6073e-02 	 Enc : 3.3453e-03 	 AEnc : 5.8661e-05 	 MSE : 1.5842e-01
Training Epoch 375 : 	 Train : 2.27939e-02 	 Res : 3.18897e-03 	 Jac : 1.60140e-02 	 Enc : 3.35384e-03 	 AE : 6.25078e-05 	 MSE : 1.74572e-01
Validation Epoch 375 : 	 Train : 2.29107e-02 	 Res : 3.17929e-03 	 Jac : 1.61215e-02 	 Enc : 3.35656e-03 	 AE : 9.05643e-05 	 MSE : 1.62737e-01
Training Epoch 375 finished, took current epoch 526.33s, cumulative time 183372.48s
Current Learning rate DEQ : 8.142067989552235e-06
Current Learning rate AUTOENC : 1.628413597910447e-05
MODEL SAVED
Epoch 376, 25% 	 Loss : 2.2786e-02 	 Res : 3.2004e-03 	 Jac : 1.5965e-02 	 Enc : 3.3536e-03 	 AEnc : 6.8734e-05 	 MSE : 1.9791e-01
Epoch 376, 50% 	 Loss : 2.2730e-02 	 Res : 3.1901e-03 	 Jac : 1.5978e-02 	 Enc : 3.3402e-03 	 AEnc : 6.2368e-05 	 MSE : 1.5933e-01
Epoch 376, 75% 	 Loss : 2.2748e-02 	 Res : 3.1958e-03 	 Jac : 1.5959e-02 	 Enc : 3.3530e-03 	 AEnc : 6.2912e-05 	 MSE : 1.7734e-01
Training Epoch 376 : 	 Train : 2.27543e-02 	 Res : 3.19337e-03 	 Jac : 1.59646e-02 	 Enc : 3.35179e-03 	 AE : 6.42390e-05 	 MSE : 1.80376e-01
Validation Epoch 376 : 	 Train : 2.28131e-02 	 Res : 3.22230e-03 	 Jac : 1.59835e-02 	 Enc : 3.34828e-03 	 AE : 5.77785e-05 	 MSE : 2.01250e-01
Training Epoch 376 finished, took current epoch 524.73s, cumulative time 183897.19s
Current Learning rate DEQ : 8.142067989552235e-06
Current Learning rate AUTOENC : 1.628413597910447e-05
Epoch 377, 25% 	 Loss : 2.2713e-02 	 Res : 3.1697e-03 	 Jac : 1.5951e-02 	 Enc : 3.3359e-03 	 AEnc : 6.3829e-05 	 MSE : 1.9210e-01
Epoch 377, 50% 	 Loss : 2.2728e-02 	 Res : 3.1556e-03 	 Jac : 1.5992e-02 	 Enc : 3.3450e-03 	 AEnc : 6.1790e-05 	 MSE : 1.7341e-01
Epoch 377, 75% 	 Loss : 2.2808e-02 	 Res : 3.2528e-03 	 Jac : 1.5965e-02 	 Enc : 3.3513e-03 	 AEnc : 6.2454e-05 	 MSE : 1.7627e-01
Training Epoch 377 : 	 Train : 2.27631e-02 	 Res : 3.18778e-03 	 Jac : 1.59842e-02 	 Enc : 3.35172e-03 	 AE : 6.43404e-05 	 MSE : 1.75100e-01
Validation Epoch 377 : 	 Train : 2.27693e-02 	 Res : 3.17931e-03 	 Jac : 1.60065e-02 	 Enc : 3.34827e-03 	 AE : 5.74365e-05 	 MSE : 1.77789e-01
Training Epoch 377 finished, took current epoch 512.04s, cumulative time 184409.21s
Current Learning rate DEQ : 8.142067989552235e-06
Current Learning rate AUTOENC : 1.628413597910447e-05
Epoch 378, 25% 	 Loss : 2.2777e-02 	 Res : 3.1542e-03 	 Jac : 1.6021e-02 	 Enc : 3.3599e-03 	 AEnc : 6.5687e-05 	 MSE : 1.7582e-01
Epoch 378, 50% 	 Loss : 2.2792e-02 	 Res : 3.2008e-03 	 Jac : 1.5980e-02 	 Enc : 3.3532e-03 	 AEnc : 6.3321e-05 	 MSE : 1.9501e-01
Epoch 378, 75% 	 Loss : 2.2909e-02 	 Res : 3.2469e-03 	 Jac : 1.6059e-02 	 Enc : 3.3577e-03 	 AEnc : 7.2283e-05 	 MSE : 1.7266e-01
Training Epoch 378 : 	 Train : 2.28217e-02 	 Res : 3.18673e-03 	 Jac : 1.60379e-02 	 Enc : 3.34997e-03 	 AE : 7.14768e-05 	 MSE : 1.75644e-01
Validation Epoch 378 : 	 Train : 2.27451e-02 	 Res : 3.17176e-03 	 Jac : 1.59785e-02 	 Enc : 3.34854e-03 	 AE : 7.17301e-05 	 MSE : 1.74508e-01
Training Epoch 378 finished, took current epoch 528.18s, cumulative time 184937.34s
Current Learning rate DEQ : 8.142067989552235e-06
Current Learning rate AUTOENC : 1.628413597910447e-05
MODEL SAVED
Epoch 379, 25% 	 Loss : 2.2880e-02 	 Res : 3.1878e-03 	 Jac : 1.6092e-02 	 Enc : 3.3533e-03 	 AEnc : 6.3266e-05 	 MSE : 1.8357e-01
Epoch 379, 50% 	 Loss : 2.2721e-02 	 Res : 3.1209e-03 	 Jac : 1.6015e-02 	 Enc : 3.3445e-03 	 AEnc : 6.7275e-05 	 MSE : 1.7350e-01
Epoch 379, 75% 	 Loss : 2.2756e-02 	 Res : 3.1559e-03 	 Jac : 1.6031e-02 	 Enc : 3.3485e-03 	 AEnc : 7.0761e-05 	 MSE : 1.5003e-01
Training Epoch 379 : 	 Train : 2.28008e-02 	 Res : 3.17345e-03 	 Jac : 1.60439e-02 	 Enc : 3.35005e-03 	 AE : 6.56089e-05 	 MSE : 1.67801e-01
Validation Epoch 379 : 	 Train : 2.28083e-02 	 Res : 3.18591e-03 	 Jac : 1.59932e-02 	 Enc : 3.35607e-03 	 AE : 7.75828e-05 	 MSE : 1.95531e-01
Training Epoch 379 finished, took current epoch 526.62s, cumulative time 185463.94s
Current Learning rate DEQ : 8.142067989552235e-06
Current Learning rate AUTOENC : 1.628413597910447e-05
Epoch 380, 25% 	 Loss : 2.2773e-02 	 Res : 3.1484e-03 	 Jac : 1.6042e-02 	 Enc : 3.3553e-03 	 AEnc : 6.6529e-05 	 MSE : 1.6027e-01
Epoch 380, 50% 	 Loss : 2.2713e-02 	 Res : 3.1776e-03 	 Jac : 1.5960e-02 	 Enc : 3.3312e-03 	 AEnc : 6.3272e-05 	 MSE : 1.8045e-01
Epoch 380, 75% 	 Loss : 2.2862e-02 	 Res : 3.1897e-03 	 Jac : 1.6077e-02 	 Enc : 3.3660e-03 	 AEnc : 6.3870e-05 	 MSE : 1.6568e-01
Training Epoch 380 : 	 Train : 2.27506e-02 	 Res : 3.17605e-03 	 Jac : 1.59883e-02 	 Enc : 3.34885e-03 	 AE : 6.50244e-05 	 MSE : 1.72365e-01
Validation Epoch 380 : 	 Train : 2.26570e-02 	 Res : 3.15515e-03 	 Jac : 1.59107e-02 	 Enc : 3.34659e-03 	 AE : 6.24986e-05 	 MSE : 1.82151e-01
Training Epoch 380 finished, took current epoch 538.84s, cumulative time 186002.74s
Current Learning rate DEQ : 8.142067989552235e-06
Current Learning rate AUTOENC : 1.628413597910447e-05
MODEL SAVED
Epoch 381, 25% 	 Loss : 2.2799e-02 	 Res : 3.1200e-03 	 Jac : 1.6055e-02 	 Enc : 3.3604e-03 	 AEnc : 8.4155e-05 	 MSE : 1.7897e-01
